id,marca,modelo,plataforma_compra,calificacion,sentimiento,aspecto_principal,comentario
1064,Samsung,Galaxy S24,Mercado Libre,5,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
1065,Huawei,Nova 12,Amazon,5,Positivo,entrega,Superó mis expectativas en rendimiento y batería
1066,Samsung,Galaxy S24,Tienda Oficial Samsung,4,Positivo,batería,El servicio fue excelente y recibí el producto rápidamente
1067,Samsung,Galaxy A55,Tienda Oficial Samsung,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1068,Apple,iPhone 14,Mercado Libre,3,Neutral,rendimiento,El celular cumple con lo esperado
1069,Apple,iPhone 15,Amazon,3,Neutral,rendimiento,El celular cumple con lo esperado
1070,Huawei,Mate 50,Amazon,1,Negativo,cámara,La batería dura muy poco
1071,Samsung,Galaxy S24,Tienda Oficial Samsung,3,Neutral,cámara,Tiene ventajas y desventajas según el uso
1072,Samsung,Galaxy S24,Tienda Oficial Samsung,1,Negativo,entrega,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1073,Samsung,Galaxy A35,Tienda Oficial Samsung,3,Neutral,entrega,El celular cumple con lo esperado
1074,Huawei,P60,Tienda Oficial Huawei,2,Negativo,batería,El rendimiento es lento para algunas aplicaciones
1075,Apple,iPhone 14,Amazon,5,Positivo,batería,Superó mis expectativas en rendimiento y batería
1076,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,cámara,Llegó antes de la fecha prometida y en perfectas condiciones
1077,Huawei,P60,Tienda Oficial Huawei,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
1078,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,5,Positivo,entrega,La pantalla tiene muy buena calidad y la entrega fue puntual
1079,Huawei,Mate 50,Amazon,5,Positivo,precio,Superó mis expectativas en rendimiento y batería
1080,Samsung,Galaxy A35,Amazon,5,Positivo,batería,Superó mis expectativas en rendimiento y batería
1081,Xiaomi,Redmi Note 13,Amazon,1,Negativo,precio,La atención al cliente fue deficiente y la entrega tardó mucho
1082,Apple,iPhone 16e,Mercado Libre,2,Negativo,entrega,La cámara no cumple con lo prometido
1083,Samsung,Galaxy S24,Amazon,4,Positivo,batería,"Gran relación calidad precio, recomendado"
1084,Apple,iPhone 16e,Tienda Oficial Apple,5,Positivo,precio,"Gran relación calidad precio, recomendado"
1085,Apple,iPhone 15,Amazon,5,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1086,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1087,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,4,Positivo,almacenamiento,Superó mis expectativas en rendimiento y batería
1088,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,almacenamiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1089,Xiaomi,Redmi Note 14,Amazon,5,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
1090,Xiaomi,Redmi Note 14,Amazon,3,Neutral,entrega,Es un equipo normal para el uso diario
1091,Samsung,Galaxy A55,Tienda Oficial Samsung,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
1092,Huawei,P60,Mercado Libre,1,Negativo,rendimiento,El equipo se calienta demasiado durante el uso
1093,Huawei,P60,Mercado Libre,4,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
1094,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
1095,Huawei,P60,Mercado Libre,5,Positivo,precio,Muy satisfecho con la compra y el tiempo de entrega
1096,Apple,iPhone 14,Amazon,5,Positivo,rendimiento,"Gran relación calidad precio, recomendado"
1097,Apple,iPhone 15,Tienda Oficial Apple,3,Neutral,pantalla,La cámara es aceptable para su precio
1098,Motorola,Edge 50,Tienda Oficial Motorola,2,Negativo,almacenamiento,Mala relación calidad precio
1099,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,precio,Muy satisfecho con la compra y el tiempo de entrega
1100,Apple,iPhone 14,Mercado Libre,4,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
1101,Apple,iPhone 15,Tienda Oficial Apple,5,Positivo,cámara,Muy buena cámara y excelente rendimiento
1102,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,batería,Superó mis expectativas en rendimiento y batería
1103,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,almacenamiento,Llegó antes de la fecha prometida y en perfectas condiciones
1104,Huawei,P60,Tienda Oficial Huawei,5,Positivo,precio,El servicio fue excelente y recibí el producto rápidamente
1105,Huawei,Mate 50,Tienda Oficial Huawei,2,Negativo,pantalla,El equipo se calienta demasiado durante el uso
1106,Xiaomi,Poco X6,Mercado Libre,5,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
1107,Samsung,Galaxy S24,Mercado Libre,1,Negativo,entrega,La atención al cliente fue deficiente y la entrega tardó mucho
1108,Apple,iPhone 16e,Tienda Oficial Apple,5,Positivo,pantalla,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1109,Apple,iPhone 16e,Mercado Libre,5,Positivo,entrega,La pantalla tiene muy buena calidad y la entrega fue puntual
1110,Motorola,Edge 50,Tienda Oficial Motorola,1,Negativo,pantalla,Mala relación calidad precio
1111,Huawei,Mate 50,Mercado Libre,3,Neutral,rendimiento,La batería tiene un rendimiento promedio
1112,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,precio,La pantalla tiene muy buena calidad y la entrega fue puntual
1113,Samsung,Galaxy A55,Tienda Oficial Samsung,2,Negativo,batería,La batería dura muy poco
1114,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
1115,Xiaomi,Redmi Note 14,Amazon,4,Positivo,precio,Llegó antes de la fecha prometida y en perfectas condiciones
1116,Motorola,Moto G54,Tienda Oficial Motorola,3,Neutral,pantalla,El producto llegó correctamente aunque tardó algunos días
1117,Apple,iPhone 14,Mercado Libre,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
1118,Xiaomi,Redmi Note 14,Mercado Libre,4,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
1119,Motorola,Moto G84,Tienda Oficial Motorola,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
1120,Huawei,P60,Mercado Libre,4,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
1121,Apple,iPhone 14,Mercado Libre,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
1122,Xiaomi,Poco X6,Mercado Libre,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
1123,Samsung,Galaxy A55,Amazon,4,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
1124,Apple,iPhone 14,Amazon,3,Neutral,cámara,El celular cumple con lo esperado
1125,Huawei,P60,Amazon,5,Positivo,batería,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1126,Samsung,Galaxy A35,Mercado Libre,4,Positivo,entrega,El servicio fue excelente y recibí el producto rápidamente
1127,Samsung,Galaxy A55,Tienda Oficial Samsung,2,Negativo,pantalla,La atención al cliente fue deficiente y la entrega tardó mucho
1128,Apple,iPhone 14,Tienda Oficial Apple,5,Positivo,rendimiento,Llegó antes de la fecha prometida y en perfectas condiciones
1129,Apple,iPhone 14,Amazon,3,Neutral,cámara,Tiene ventajas y desventajas según el uso
1130,Motorola,Moto G84,Mercado Libre,5,Positivo,batería,Llegó antes de la fecha prometida y en perfectas condiciones
1131,Apple,iPhone 14,Tienda Oficial Apple,2,Negativo,rendimiento,La batería dura muy poco
1132,Huawei,Mate 50,Amazon,5,Positivo,almacenamiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1133,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
1134,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,5,Positivo,batería,"Gran relación calidad precio, recomendado"
1135,Samsung,Galaxy A55,Amazon,1,Negativo,pantalla,La batería dura muy poco
1136,Apple,iPhone 16e,Tienda Oficial Apple,4,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
1137,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1138,Apple,iPhone 16e,Tienda Oficial Apple,4,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
1139,Motorola,Edge 50,Amazon,5,Positivo,rendimiento,La pantalla tiene muy buena calidad y la entrega fue puntual
1140,Huawei,P60,Amazon,2,Negativo,pantalla,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1141,Huawei,P60,Mercado Libre,2,Negativo,pantalla,La cámara no cumple con lo prometido
1142,Motorola,Edge 50,Mercado Libre,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
1143,Huawei,Mate 50,Amazon,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
1144,Apple,iPhone 15,Amazon,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
1145,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,5,Positivo,servicio al cliente,Llegó antes de la fecha prometida y en perfectas condiciones
1146,Motorola,Moto G54,Amazon,5,Positivo,entrega,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1147,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,batería,"Gran relación calidad precio, recomendado"
1148,Huawei,P60,Amazon,4,Positivo,batería,Muy satisfecho con la compra y el tiempo de entrega
1149,Samsung,Galaxy A55,Tienda Oficial Samsung,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
1150,Samsung,Galaxy A55,Amazon,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
1151,Motorola,Moto G84,Amazon,5,Positivo,rendimiento,La pantalla tiene muy buena calidad y la entrega fue puntual
1152,Huawei,P60,Amazon,4,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
1153,Apple,iPhone 14,Tienda Oficial Apple,4,Positivo,entrega,Muy satisfecho con la compra y el tiempo de entrega
1154,Samsung,Galaxy S24,Amazon,1,Negativo,almacenamiento,La cámara no cumple con lo prometido
1155,Motorola,Moto G54,Mercado Libre,4,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
1156,Xiaomi,Poco X6,Amazon,3,Neutral,batería,El celular cumple con lo esperado
1157,Huawei,Mate 50,Mercado Libre,5,Positivo,entrega,Superó mis expectativas en rendimiento y batería
1158,Apple,iPhone 14,Tienda Oficial Apple,3,Neutral,cámara,La batería tiene un rendimiento promedio
1159,Samsung,Galaxy A55,Tienda Oficial Samsung,2,Negativo,rendimiento,Presentó fallas después de pocos días
1160,Motorola,Edge 50,Mercado Libre,2,Negativo,entrega,El equipo se calienta demasiado durante el uso
1161,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,3,Neutral,batería,Es un equipo normal para el uso diario
1162,Xiaomi,Redmi Note 14,Amazon,4,Positivo,pantalla,Muy buena cámara y excelente rendimiento
1163,Samsung,Galaxy A35,Mercado Libre,4,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
1164,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,5,Positivo,entrega,El servicio fue excelente y recibí el producto rápidamente
1165,Samsung,Galaxy A55,Mercado Libre,3,Neutral,almacenamiento,Es un equipo normal para el uso diario
1166,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,pantalla,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1167,Samsung,Galaxy A55,Mercado Libre,5,Positivo,almacenamiento,Llegó antes de la fecha prometida y en perfectas condiciones
1168,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,4,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
1169,Apple,iPhone 16e,Amazon,4,Positivo,pantalla,La pantalla tiene muy buena calidad y la entrega fue puntual
1170,Apple,iPhone 14,Amazon,3,Neutral,pantalla,El celular cumple con lo esperado
1171,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,precio,"Gran relación calidad precio, recomendado"
1172,Apple,iPhone 14,Amazon,4,Positivo,almacenamiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1173,Samsung,Galaxy A55,Amazon,5,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
1174,Motorola,Edge 50,Mercado Libre,2,Negativo,precio,El equipo se calienta demasiado durante el uso
1175,Motorola,Edge 50,Tienda Oficial Motorola,2,Negativo,precio,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1176,Samsung,Galaxy S24,Mercado Libre,1,Negativo,pantalla,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1177,Huawei,P60,Amazon,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
1178,Samsung,Galaxy A35,Mercado Libre,4,Positivo,precio,Superó mis expectativas en rendimiento y batería
1179,Apple,iPhone 15,Mercado Libre,2,Negativo,cámara,El rendimiento es lento para algunas aplicaciones
1180,Apple,iPhone 16e,Amazon,1,Negativo,almacenamiento,La cámara no cumple con lo prometido
1181,Huawei,Mate 50,Amazon,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
1182,Xiaomi,Redmi Note 14,Mercado Libre,1,Negativo,rendimiento,El equipo se calienta demasiado durante el uso
1183,Xiaomi,Poco X6,Amazon,4,Positivo,batería,Superó mis expectativas en rendimiento y batería
1184,Apple,iPhone 14,Tienda Oficial Apple,4,Positivo,servicio al cliente,Llegó antes de la fecha prometida y en perfectas condiciones
1185,Huawei,Mate 50,Amazon,1,Negativo,precio,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1186,Motorola,Moto G54,Mercado Libre,1,Negativo,entrega,El equipo se calienta demasiado durante el uso
1187,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,precio,Muy buena cámara y excelente rendimiento
1188,Huawei,P60,Tienda Oficial Huawei,4,Positivo,entrega,La pantalla tiene muy buena calidad y la entrega fue puntual
1189,Samsung,Galaxy A35,Mercado Libre,3,Neutral,precio,La cámara es aceptable para su precio
1190,Xiaomi,Poco X6,Amazon,5,Positivo,batería,Superó mis expectativas en rendimiento y batería
1191,Xiaomi,Redmi Note 14,Mercado Libre,2,Negativo,pantalla,La cámara no cumple con lo prometido
1192,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
1193,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,3,Neutral,batería,La cámara es aceptable para su precio
1194,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,rendimiento,La cámara no cumple con lo prometido
1195,Apple,iPhone 16e,Tienda Oficial Apple,3,Neutral,pantalla,El celular cumple con lo esperado
1196,Huawei,P60,Tienda Oficial Huawei,2,Negativo,precio,El rendimiento es lento para algunas aplicaciones
1197,Samsung,Galaxy A35,Mercado Libre,2,Negativo,rendimiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
1198,Xiaomi,Redmi Note 14,Amazon,3,Neutral,almacenamiento,La batería tiene un rendimiento promedio
1199,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,almacenamiento,El equipo se calienta demasiado durante el uso
1200,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,precio,La cámara no cumple con lo prometido
1201,Apple,iPhone 14,Amazon,3,Neutral,cámara,La cámara es aceptable para su precio
1202,Apple,iPhone 15,Amazon,3,Neutral,precio,El producto llegó correctamente aunque tardó algunos días
1203,Apple,iPhone 15,Mercado Libre,4,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
1204,Apple,iPhone 14,Amazon,1,Negativo,entrega,La atención al cliente fue deficiente y la entrega tardó mucho
1205,Apple,iPhone 14,Mercado Libre,4,Positivo,cámara,Muy buena cámara y excelente rendimiento
1206,Samsung,Galaxy S24,Amazon,5,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
1207,Huawei,Nova 12,Tienda Oficial Huawei,3,Neutral,entrega,La cámara es aceptable para su precio
1208,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,pantalla,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
1209,Apple,iPhone 16e,Mercado Libre,4,Positivo,cámara,Muy buena cámara y excelente rendimiento
1210,Xiaomi,Poco X6,Amazon,1,Negativo,precio,La batería dura muy poco
1211,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,almacenamiento,Muy buena cámara y excelente rendimiento
1212,Samsung,Galaxy A35,Tienda Oficial Samsung,3,Neutral,pantalla,La batería tiene un rendimiento promedio
1213,Samsung,Galaxy A55,Tienda Oficial Samsung,3,Neutral,almacenamiento,Es un equipo normal para el uso diario
1214,Huawei,P60,Tienda Oficial Huawei,5,Positivo,precio,"Gran relación calidad precio, recomendado"
1215,Samsung,Galaxy A35,Amazon,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
1216,Xiaomi,Poco X6,Mercado Libre,4,Positivo,entrega,La pantalla tiene muy buena calidad y la entrega fue puntual
1217,Motorola,Moto G54,Amazon,5,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
1218,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,almacenamiento,Mala relación calidad precio
1219,Huawei,Mate 50,Amazon,5,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
1220,Apple,iPhone 15,Amazon,4,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
1221,Samsung,Galaxy S24,Mercado Libre,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
1222,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,5,Positivo,rendimiento,Muy buena cámara y excelente rendimiento
1223,Samsung,Galaxy A55,Mercado Libre,1,Negativo,servicio al cliente,Mala relación calidad precio
